user_speed_kmh,distance_to_bs_m,frequency_ghz,los_nlos,power_level_dbm,num_users,environment_type,interference_level_db,snr_db,cqi
7.432783301566901,110.05351985676478,3.5,LOS,40.27527498026656,29,urban,-77.52301136529152,51.39375954170627,15
71.66056496353826,898.9538428593385,3.5,NLOS,43.91331711604636,18,urban,-79.90888387879012,11.33962155583622,11
1.169439322827852,50.41656134261464,60.0,LOS,38.796051111217054,23,urban,-71.92909856124506,39.58772311855813,15
93.60203974949064,3254.4478111083276,0.7,LOS,47.8603324577632,7,rural,-109.62272368662798,27.520021458261603,15
4.948391519769744,433.20091782246976,3.5,NLOS,40.54048643969945,34,urban,-78.73848906942435,11.42253265853037,10
4.227664762066781,266.5565713503041,3.5,NLOS,38.89200022197291,34,urban,-74.75896816324317,19.25041214063764,14
2.134406129873811,405.464774509119,39.0,NLOS,44.443655830746636,31,urban,-76.4729790058805,-5.865294872416684,2
61.31281941548605,253.24884567234704,0.7,LOS,50.0,6,rural,-105.67467350868871,67.76122085094835,15
5.745084994642861,992.9648025056206,60.0,NLOS,38.94797981902421,27,urban,-79.19503706946654,-21.73256132677366,1
40.274882237840075,1169.3017472179065,39.0,NLOS,39.47460473308197,28,urban,-83.7972860466384,-17.737435149945107,1
3.127620224872147,1218.6918548847152,28.0,LOS,45.3644807797169,12,suburban,-88.96455621230766,21.77258424290604,15
6.092495585618836,1249.0628360405447,60.0,NLOS,38.84573199036787,28,urban,-73.55675461712444,-31.116978672839924,1
4.540257805149475,516.3693847249943,0.7,NLOS,41.3204051853026,15,suburban,-95.684266957729,17.232668849597836,14
5.548057981645752,696.55509622748,2.6,NLOS,39.21583014883015,11,suburban,-93.86276167367397,-14.270381586978843,1
67.83974605351588,80.18039380401925,39.0,NLOS,39.240635271142565,32,urban,-80.3054973828033,1.2348757406577782,6
2.1166297731042576,756.7923763811391,3.5,NLOS,35.809052216966826,19,urban,-84.48465977926617,-17.565785874694008,1
60.85833375724151,188.42821955341756,28.0,NLOS,42.809012142487994,29,urban,-79.49673338044596,1.3971100922393294,5
1.5317645490449134,1494.073044708226,3.5,NLOS,45.025558116663554,4,rural,-107.64808374110108,-8.899771694280322,1
46.91685934791159,454.279450906499,0.7,NLOS,42.56999535960822,25,urban,-81.35040081106168,18.231912380145314,14
101.7836867101266,278.16293764155785,2.6,NLOS,41.68843290985026,33,urban,-81.83753437485399,1.4843908882104508,6
46.632512901854916,119.37833509307534,0.7,LOS,41.35192881017189,22,urban,-79.59831006694701,58.49139353356613,15
3.847739559509884,811.6018455833181,3.5,NLOS,36.88408086822084,22,urban,-77.57677990925093,0.44376524709165355,5
33.24788845340727,310.21220340953687,0.7,NLOS,46.37982398986399,12,suburban,-101.55195194568918,30.264750462023184,15
3.588566164494506,539.2836765046345,0.7,NLOS,50.0,11,rural,-108.12166123804091,14.637129309527403,12
40.45149468166963,660.6404598090468,2.6,NLOS,36.44657892119597,25,urban,-81.56318224996123,-1.8838923576529119,4
1.2237031037693356,149.27772052704526,39.0,NLOS,43.54060812000377,22,urban,-78.9651053405219,4.054473263350553,7
10.307286843990997,2774.252536033858,60.0,LOS,38.64078037351073,12,suburban,-91.1147943563348,-10.680129030497874,1
0.6242199412763108,534.2255476731987,3.5,NLOS,39.8739621974071,18,suburban,-95.7347205196103,0.7488861346903125,5
60.02499844409241,1025.006973666159,3.5,NLOS,40.74102884480919,16,suburban,-88.18353189749111,0.06197989055865746,5
32.74746739749811,625.7693012548845,60.0,LOS,47.05817613658063,13,suburban,-96.21510606638971,2.0698759562027877,5
59.869068612246615,135.7683820946341,2.6,NLOS,41.322832561582224,22,urban,-82.2927677245285,17.279743442165234,14
2.5807527452019885,228.8563430265172,0.7,LOS,45.25032374802866,12,suburban,-96.09712319929017,66.44369379066774,15
1.5467443461307726,331.9106067486357,28.0,NLOS,40.31702417584252,24,urban,-78.92249926480625,3.9893104677222495,7
46.26914863876201,829.5460550166703,0.7,NLOS,44.66997885475717,12,suburban,-95.5750055028623,17.9702224660296,14
2.261232885367274,193.70228581401045,3.5,NLOS,43.25017643075006,24,urban,-76.74289156047472,31.881656185300567,15
2.5774386377501597,106.0195928055395,28.0,LOS,42.46796660887931,14,suburban,-93.04517767981025,30.089542826524568,15
8.076861107616889,472.37266062357753,28.0,LOS,44.18114669325438,27,urban,-83.32939804947299,9.545939776246353,9
65.04214627932711,161.81093416917926,2.6,LOS,45.05761045666457,18,urban,-82.32365586649266,40.01391986197264,15
47.733532924860846,129.20186378023726,3.5,NLOS,41.59790722990704,24,urban,-80.87858305510916,16.562272189064565,13
0.21941598174155502,75.89014536557326,3.5,LOS,43.1780646882941,10,rural,-106.8299300237749,52.06810409681057,15
0.7744706103998211,821.6065820281863,0.7,NLOS,38.4010889526602,21,suburban,-87.28653537434225,19.11302612399099,14
